khmer_input,robotic_command
ទៅមុខ ៧.០៩ ម                                                                                                 ,"{'action': 'move', 'params': {'distance': 7.09, 'is_forward': True, 'unit': 'meter'}}"
ត្រឡប់ក្រោយ ៤.៨២ ម៉ែត                                                                                           ,"{'action': 'move', 'params': {'distance': 4.82, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ៨.១២ ម៉ែត                                                                                             ,"{'action': 'move', 'params': {'distance': 8.12, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ១៨.៧ ម៉ែត                                                                                             ,"{'action': 'move', 'params': {'distance': 18.7, 'is_forward': False, 'unit': 'meter'}}"
យើងទៅមុខ ៦.០៤ ម                                                                                              ,"{'action': 'move', 'params': {'distance': 6.04, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ១៩.៣៩ ម៉ែត                                                                                           ,"{'action': 'move', 'params': {'distance': 19.39, 'is_forward': True, 'unit': 'meter'}}"
ត្រឡប់ក្រោយ ១២.២៩ ម៉ែត្រ                                                                                         ,"{'action': 'move', 'params': {'distance': 12.29, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ៩.៤ ម៉ែត                                                                                              ,"{'action': 'move', 'params': {'distance': 9.4, 'is_forward': False, 'unit': 'meter'}}"
ទៅក្រោយ ១៦.៥៣ ម                                                                                              ,"{'action': 'move', 'params': {'distance': 16.53, 'is_forward': False, 'unit': 'meter'}}"
បន្តទៅមុខ ១២.០៨ ម៉ែត្រ                                                                                          ,"{'action': 'move', 'params': {'distance': 12.08, 'is_forward': True, 'unit': 'meter'}}"
បន្តទៅមុខ ១៧.៦៨ ម៉ែត្រ                                                                                          ,"{'action': 'move', 'params': {'distance': 17.68, 'is_forward': True, 'unit': 'meter'}}"
ទៅមុខ ១០.៥៣ ម៉ែត                                                                                              ,"{'action': 'move', 'params': {'distance': 10.53, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ១៨.៤៦ ម៉ែត្រ                                                                                          ,"{'action': 'move', 'params': {'distance': 18.46, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ៥.៤៨ ម៉ែត្រ                                                                                           ,"{'action': 'move', 'params': {'distance': 5.48, 'is_forward': True, 'unit': 'meter'}}"
ទៅមុខ ១២.៥ ម៉ែត                                                                                               ,"{'action': 'move', 'params': {'distance': 12.5, 'is_forward': True, 'unit': 'meter'}}"
យើងទៅមុខ ១៩.១៨ ម                                                                                             ,"{'action': 'move', 'params': {'distance': 19.18, 'is_forward': True, 'unit': 'meter'}}"
បកក្រោយ ៥.១៦ ម៉ែត្រ                                                                                            ,"{'action': 'move', 'params': {'distance': 5.16, 'is_forward': False, 'unit': 'meter'}}"
បន្តទៅមុខ ១៣.៩៨ ម៉ែត្រ                                                                                          ,"{'action': 'move', 'params': {'distance': 13.98, 'is_forward': True, 'unit': 'meter'}}"
បកក្រោយ ១៩.៩៩ ម៉ែត្រ                                                                                           ,"{'action': 'move', 'params': {'distance': 19.99, 'is_forward': False, 'unit': 'meter'}}"
បកក្រោយ ១៣.៦៣ ម៉ែត                                                                                            ,"{'action': 'move', 'params': {'distance': 13.63, 'is_forward': False, 'unit': 'meter'}}"
យើងទៅមុខ ១២.៩៥ ម៉ែត                                                                                           ,"{'action': 'move', 'params': {'distance': 12.95, 'is_forward': True, 'unit': 'meter'}}"
